naming,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Tavg Koshi Basin Monsoon,23.289906729427667,22.988782446985496,23.157221802647605,22.471557866827315,22.748217587007908,23.151412957028924,23.26298139661079,22.97798461471979,22.951248899933994,22.821427406386128,23.29954397308731,23.23675469492173,22.40926925515513,22.835989181651605,22.734574717495523,23.41041182926036,22.953196110920025,22.804306771600587,22.91594232037939,21.883659757298187,21.722378524452115,21.707091596680158,21.156719204926254,21.381045243608742,21.466914027913596,21.137513556619886,21.181420360983836,20.72644305857488,21.941857082129893,21.31950192265343,21.971842784218563,21.396935787512035,22.065738082592922,21.575632405664468,21.56414876473505,21.645104068966905,21.919942752448215,21.53696852900618,22.054680341264127,21.57356960479012,21.584197353356593,22.20807380839628,21.460817407672856,21.97691113607768,21.76536571033551,21.697810254230507,21.79563525532322,22.198091537778204,21.324719747186588,21.473798840399677,21.88858486318437,21.530757546865974,21.350061669332614,21.154895343279062,21.95415318421621,22.197763440665668,22.21476086384059,22.228242645850884,21.84084515169591,21.78746577872399,22.243539139555086,
Tavg Koshi Basin Postmonsoon,17.754471935874932,17.218366214115616,18.09808205230453,17.142133238846295,16.428434770381237,15.558348123220512,17.16238289809729,17.085390018726383,16.839953344941982,17.14138026636723,17.42522236005423,17.198249950081184,17.6327424323347,17.08217828858569,17.52890741771338,17.304995540798224,16.799413885460044,17.01248689548416,16.92478826968388,15.815757110052507,15.460163920648693,16.206583171050763,15.823755743090349,15.674716120175201,15.869433357990667,16.701500926594413,16.6063302972486,16.486167457516085,16.830220118371738,16.45380017320623,16.45579154363342,16.59609459570721,16.239553206896865,16.81861864438049,16.627449109551385,15.586287985844805,18.098842987049025,16.888851293370145,17.105652938679427,16.768538561168494,17.183128135888218,17.094226582286918,15.979576850886946,16.4989064219643,16.542217337301167,17.29488002200706,16.763609883840267,16.958819713556576,16.819549453224006,16.99621770930893,16.33981935076178,16.504247224032223,16.009969052144534,16.74058959424494,16.963029026608513,17.308075169639515,16.35657932770256,17.342833830513918,17.821666359207473,17.60307973996752,17.423455141759995,
Tavg Koshi Basin Premonsoon,18.534888177458864,17.903285332999893,18.81519195874033,18.145011872304128,18.86090861985695,16.977936838794484,18.587483293307944,18.93949714122659,18.648924606477994,17.832211258436036,19.337049301870543,19.195296440176854,18.792721066241533,18.380315237732766,18.611515377531592,18.549996269706874,18.150021122333136,19.00208789593261,18.87477287527231,18.02424846173608,17.386719769139916,16.900289455476432,18.491775939386446,18.25260529048841,17.073836499532245,17.05222413473411,17.654904588421893,17.447141828361627,16.521077334731142,18.254420381052398,18.75447295718248,17.44786165507682,18.28241423385998,18.883612347618474,18.611912457899727,17.31925477610137,17.850102586570166,19.260488649768195,18.405746415146172,18.04839006235477,17.896322626896907,18.238031842618177,18.424967170390353,18.136070563514963,18.190089797065944,18.334884644641885,18.410324859058417,18.58775637440107,19.93526347364326,18.090599197062826,18.717302132278906,18.51269918072896,18.38741027839343,17.908741612664773,18.949802348624267,18.282585845491177,18.324926822113934,18.27834824979032,17.49322555325668,18.465103602768885,19.717245673940802,
Tavg Koshi Basin Winter,12.569182211932798,13.009346526195486,12.625507511916053,12.749903574936786,12.661228879518656,12.31407965555859,12.073106714823266,12.784285676370592,12.19505228048669,12.344436396862154,12.861823551063427,13.821157676323782,12.340219119105903,10.935525564614512,12.04993217002718,12.887426399239228,11.49515572174926,12.321019570187406,11.638227510249745,12.872561675850292,10.367660979178279,9.925549037938042,10.425185459558351,10.287884034099033,10.924682567145483,10.997189017313094,11.561799072537198,10.288302076237324,10.214811054449639,11.790300885300699,10.337955960975496,11.299950468177958,11.17641751066531,10.406373906871536,10.927693771092711,10.307758284005894,10.83219174903779,12.33023123981568,11.140344654573935,11.18412610151035,11.359227435818699,11.563263565834143,11.40209515506036,11.63074980489932,12.318745443099536,10.989521801070602,10.696926836603248,12.485023504095661,11.836870778319001,10.699365707941615,10.865770261289454,11.773517365820595,11.642359021928963,11.530594374683726,11.140370355542064,12.562454749621718,11.9850165879838,11.207565654404636,10.66377663210147,12.37824529312428,11.894866105221151,12.753784782949078
Tavg Koshi Basin annual,18.037112263673567,17.779945130074122,18.174000831402132,17.627151638228632,17.67469746419119,17.00044439365063,17.77148857570982,17.94678936276084,17.658794782960165,17.534863832012885,18.23090979651888,18.362864690375886,17.793737968209317,17.308502068146144,17.731232420691917,18.03820750975117,17.34944671011562,17.78497528330119,17.58843274389633,17.149056751234266,16.23423079835475,16.184878315286348,16.47435908674035,16.399062672092846,16.333716613145498,16.472106908815373,16.75111357979788,16.23701360517248,16.376991397420603,16.95450584055319,16.88001581150249,16.685210626618506,16.941030758503768,16.92105932613374,16.93280102581972,16.21460127872974,17.1752700187763,17.50413492799005,17.176606087415916,16.893656082455934,17.005718887990106,17.27589894978388,16.81686414600263,17.060659481614064,17.20410457195054,17.079274180487513,16.91662420870629,17.557422782457877,17.479100863093215,16.81499536367826,16.952869151878627,17.080305329361938,16.847450005449886,16.833705231218126,17.251838728747764,17.587719801354517,17.220320900410222,17.26424759513994,16.95487842406538,17.55847360364617,17.81977651511926,12.753784782949078
Tavg Middle Mountain Monsoon,17.443551714660625,17.127138469981304,17.296350988352028,16.612871188848146,16.905153676934138,17.284643191235258,17.390064018083116,17.072219815933277,17.071256245275073,16.91092420212827,17.418929075438594,17.360068913416736,16.51646507577345,16.923445135376866,16.814089619016805,17.52523296305723,17.05361132724434,16.902110556911744,17.041715354896464,16.412354517250094,16.414129107851593,16.161729069850086,15.678430835807758,16.05597689774333,16.048910831535807,15.677450983611694,15.771039417078045,15.303691644039402,16.188915086815072,15.808656919664257,16.07703619230539,15.74968886886793,16.44960900600374,16.05676071424491,15.926169461857793,16.057593016778004,16.38363544320535,15.96518212240241,16.25956508744346,15.893677804079188,16.00105821887185,16.33028549650561,15.857397765410795,16.407353962000286,16.237477627279265,16.18101347713952,16.871921914729736,17.40919293596966,15.106579389535865,15.998683423863064,15.453274380379415,16.067622950819672,16.452948159578693,14.987090163934425,16.307876783959202,17.05870471082291,17.2039267351591,16.968647540983607,16.17107652488085,16.28463114754098,18.179186906087168,
Tavg Middle Mountain Postmonsoon,11.927144382297957,11.369088345125109,12.270484155234398,11.292183332830026,10.655276207118204,9.71853094667817,11.318554489459304,11.193444825403672,11.011912956243068,11.26532558320391,11.583627667817083,11.347167763215415,11.772099607789967,11.228287611919141,11.673349826890998,11.443716223986193,10.934854399769916,11.151248463761863,11.047714830140926,10.357270587402933,9.926801006450551,10.948716540311844,10.685938458527467,10.33920240652348,10.325068839494227,10.992052888404412,11.031658984012628,10.686043531262582,10.969644338595806,10.601717941138707,10.579996155518577,10.89372245598914,10.343636370370225,11.104766229964442,10.977039253924055,9.806255008365362,12.45985085369833,11.217295922720735,11.467629608118283,11.056146871368997,11.189151853440793,11.216267648993822,10.093880006402244,10.766104949943788,10.736622059290925,11.63358229620789,10.740315145595803,12.062857090395816,11.126146813315584,12.668458131430175,11.203231320493284,11.825,10.951639344262293,11.82827868852459,11.46144572825385,11.700944920690468,11.778612061163155,13.09016393442623,13.467047302118544,13.83688524590164,13.586475409836066,
Tavg Middle Mountain Premonsoon,12.70575170332761,12.069786617515256,12.997140508962623,12.32803602307399,13.03222394205759,11.180618988749048,12.762529743392449,13.083056825841778,12.807129361133812,11.96072360516781,13.504880286784896,13.377980981064072,12.939708607224583,12.610728435409175,12.751915296866487,12.700531482885202,12.276558393944098,13.126339286286369,12.993010503747138,12.133187795089626,11.830222995785661,11.039465267007532,13.665613012813283,13.059302904484037,11.344902057044786,11.545876820650813,12.222648032964205,12.13088498102934,11.102201267804022,12.557436586823718,12.97791472351213,11.549037409929737,12.590025293776439,13.251501408408743,12.997981837273768,11.594514162987137,12.124751351257714,13.695346961774495,12.524748939546207,12.34974580278009,12.192661752399278,12.367238769024338,12.868469182390266,12.43974621154913,12.506327717455449,12.651527312379583,13.459676199492598,13.171297709600259,14.913318942305661,12.912325904923906,14.07957567367748,13.623641304347826,13.032835391714341,12.73605992917522,13.193478260869565,12.780163043478263,12.955434782608696,12.922619801746494,11.833864712956132,13.921739130434782,15.28251908923139,
Tavg Middle Mountain Winter,6.680634466696402,7.143426327631579,6.764422651532677,6.895041509405458,6.759993250925926,6.472483503879142,6.1575142662232505,6.856848047134502,6.277311833166248,6.433717477192982,6.946217796308077,7.980324476500974,6.4484211950389865,5.041812669444444,6.164889120995483,6.981356154690894,5.634493144951266,6.3948707074533555,5.712459689049546,6.900473991345029,5.028444875165692,4.587479662931982,5.738624679391473,5.459805130815232,5.950936111434141,5.90333502395433,6.3020399436244,5.101158168756614,5.223050953328903,5.94563511158382,4.769860976152606,5.370929172153637,5.6630147088168235,4.744030031427285,5.352630980349308,4.794045037182941,5.3280363698055115,6.884475067814401,5.359640712417991,5.735851279534379,5.809385184189556,5.611027404565032,5.55417434683007,5.826944120492203,6.78269610267411,5.382430522663625,4.8792609491072225,7.148728698349546,6.868287761308831,5.367022629388731,6.288073598423874,8.249153596819971,8.463784562561274,8.297222222222222,6.2900304433340475,7.625947401876219,7.316521574444445,5.986660042582672,5.618678573700864,8.971035172939814,9.824934884976852,8.538709677419355
Tavg Middle Mountain annual,12.189270566745648,11.927359940063312,12.33209957602043,11.782033013539404,11.838161769258964,11.164069157635405,11.90716562928953,12.051392378578306,11.79190259895455,11.642672716923244,12.363413706587163,12.516385533549299,11.919173621456746,11.451068463037407,11.851060965942443,12.16270920615488,11.474879316477406,11.893642253603332,11.698725094458519,11.45082172277192,10.799899496313374,10.684347635025361,11.442151746634995,11.22857183489152,10.91745445987724,11.029678929155313,11.331846594419819,10.805444581271985,10.87095291163595,11.228361639802625,11.101202011872175,10.890844476735111,11.261571344741807,11.289264596011344,11.313455383351231,10.56310180632836,11.574068504491727,11.940575018678011,11.402896086881485,11.258855439440664,11.29806425222537,11.381204829772201,11.093480325258344,11.360037310996352,11.565780876674937,11.462138402097654,11.48779355223134,12.448019108578821,12.003583226616485,11.736622522401468,11.756038743243513,12.441354462996866,12.22530186452915,11.962162750964115,11.813207804104167,12.291440019216964,12.313623788343849,12.24202282993475,11.772666778414097,13.253572674204303,14.21827907253287,8.538709677419355
Tavg Siwalik Monsoon,32.89730171466063,32.5808884699813,32.750100988352024,32.066621188848146,32.35890367693413,32.73839319123526,32.843814018083116,32.52596981593327,32.52500624527507,32.36467420212827,32.8726790754386,32.81381891341673,31.97021507577345,32.377195135376866,32.267839619016804,32.978982963057234,32.50736132724434,32.35586055691174,32.49546535489646,29.54631279075352,28.478430122950822,28.787704918032787,28.441803278688525,28.498770491803278,29.02950819672131,28.73114754098361,28.61598360655738,28.078688524590163,30.811902947644896,29.14737298126464,31.53078619230539,29.812146381896184,30.41946281937407,29.507377049180327,29.93768379740437,29.878278688524592,30.006062993442626,29.59713114754098,31.15505363353727,30.217622950819674,29.681967213114753,31.78403549650561,29.662021266025224,30.104918032786887,29.712295081967213,29.560245901639345,29.454918032786885,29.83999594277908,28.714754098360654,28.93694960546448,30.442213114754097,28.95245901639344,29.221721311475413,29.690163934426227,31.061540453164298,30.050819672131148,30.013524590163936,29.89877049180328,29.346721311475413,29.057358724324978,28.79590163934426,
Tavg Siwalik Postmonsoon,27.380894382297956,26.822838345125106,27.724234155234395,26.745933332830024,26.1090262071182,25.17228094667817,26.7723044894593,26.647194825403673,26.465662956243065,26.71907558320391,27.037377667817083,26.800917763215413,27.225849607789964,26.682037611919142,27.127099826890998,26.897466223986193,26.388604399769914,26.60499846376186,26.501464830140925,23.595081967213115,23.601639344262296,23.72377049180328,22.778688524590162,23.545081967213115,23.945901639344264,25.66591380874317,24.98688524590164,25.77377049180328,26.423394338595806,25.89506203910391,26.03374615551858,25.35737704918033,25.88973379559573,25.778688524590162,25.331377498178504,24.660655737704918,26.89672131147541,25.725409836065573,25.791803278688523,25.64344262295082,27.22213114754098,26.67001764899382,25.547630006402247,25.4155737704918,25.75901639344262,26.057377049180328,24.885245901639344,25.037704918032787,24.721311475409838,25.11393442622951,24.638877645214983,24.58032786885246,24.26065573770492,25.73032786885246,26.473104571261796,25.95774988407494,23.704918032786885,24.49590163934426,24.808196721311475,24.757377049180327,24.657377049180326,
Tavg Siwalik Premonsoon,28.159501703327614,27.523536617515255,28.450890508962626,27.781786023073984,28.485973942057587,26.634368988749042,28.216279743392448,28.536806825841776,28.26087936113381,27.41447360516781,28.958630286784896,28.831730981064073,28.39345860722458,28.064478435409175,28.20566529686649,28.154281482885203,27.730308393944096,28.580089286286366,28.44676050374714,27.586937795089625,25.480434782608693,23.85815217391304,25.95,25.798496081884057,25.247282608695652,24.92841278403436,25.207608695652173,24.51195652173913,23.905978260869563,27.00945422437888,27.949216419303465,27.002787409929738,27.078153735079052,27.52445652173913,27.131521739130434,26.078260869565216,26.705458850889325,27.67391304347826,27.978498939546206,26.855434782608693,26.709782608695654,27.82098876902434,26.710869565217394,26.944021739130434,26.939673913043475,27.106521739130436,26.32336956521739,27.145108695652173,27.42336956521739,25.68586956521739,26.377599713043477,25.750543478260873,26.953260869565216,26.38048038152174,27.603804347826088,26.625543478260873,26.992934782608696,26.38913043478261,25.57663043478261,25.93641304347826,27.07663043478261,
Tavg Siwalik Winter,22.1343844666964,22.597176327631576,22.218172651532676,22.348791509405455,22.213743250925923,21.92623350387914,21.611264266223248,22.3105980471345,21.731061833166244,21.88746747719298,22.399967796308076,23.434074476500975,21.902171195038985,20.495562669444443,21.618639120995482,22.435106154690892,21.088243144951264,21.848620707453353,21.166209689049545,22.354223991345027,17.268333333333334,16.668724615555558,16.379695134615385,15.94888888888889,17.609061255555556,17.102777777777778,18.28713526085819,16.518536125925927,15.621666666666668,21.031195417088323,18.175455725171446,20.824679172153637,18.907756644444444,18.657914988980597,18.892339640816328,17.916579272592593,18.484549917685186,19.932533337777777,20.023271117272785,18.75433623580247,19.268147372716047,21.215178851221065,20.615408102131784,20.666866439448874,20.329923224444443,19.094313606697533,18.171844107849292,19.863888888888887,18.795202907778478,17.384230355799755,17.212087912087913,18.217363866505153,18.120871446771286,18.710029290972223,18.816299988592363,20.524690804493176,19.066959745238098,18.48582813144841,17.53383030758111,18.51992202851852,18.101458498019944,19.465270114919356
Tavg Siwalik annual,27.643020566745648,27.38110994006331,27.785849576020432,27.235783013539404,27.29191176925896,26.617819157635402,27.36091562928953,27.505142378578306,27.24565259895455,27.096422716923243,27.817163706587163,27.970135533549296,27.372923621456746,26.904818463037408,27.304810965942444,27.61645920615488,26.928629316477405,27.34739225360333,27.152475094458516,25.77063913610032,23.707209395788787,23.259588049826167,23.387546734473517,23.447809357447333,23.957938425079195,24.10706297788473,24.274403202242347,23.720737916014624,24.190735553444235,25.77077116545894,25.922301123074718,25.749247503289972,25.573776748623324,25.367109271122555,25.32323066888241,24.63344364209683,25.523198268373136,25.732246841215648,26.237156742261195,25.367709148045414,25.720507085516857,26.87255519143621,25.633982234944163,25.7828449954645,25.68522715322444,25.45461457416191,24.70884440187323,25.47167461133823,24.91365951169159,24.280245988177782,24.66769459627512,24.375173557502983,24.639127341379208,25.12775036894316,25.988687340211136,25.789700959740035,24.944584287699403,24.81740767434464,24.316344693787652,24.56776771137552,24.657841905331786,19.465270114919356
Tavg Tarai Monsoon,32.871301714660625,32.55488846998131,32.72410098835203,32.04062118884814,32.33290367693414,32.71239319123526,32.81781401808312,32.49996981593327,32.49900624527507,32.33867420212827,32.846679075438594,32.787818913416736,31.94421507577345,32.35119513537686,32.2418396190168,32.95298296305723,32.48136132724434,32.32986055691175,32.469465354896464,31.84010451725009,31.841879107851593,31.842797095503617,31.233055446759316,31.464547483723653,31.4432906135893,31.10520098361169,31.198789417078043,30.731441644039403,31.616665086815072,31.236406919664258,31.50478619230539,31.17743886886793,31.87735900600374,31.48451071424491,31.353919461857792,31.485343016778007,31.811385443205353,31.392932122402414,31.687315087443462,31.32142780407919,31.42880821887185,31.758035496505606,31.285147765410795,31.835103962000286,31.665227627279265,31.60876347713952,31.62636022290209,32.02590226538195,31.568625992186483,31.505293077234324,31.867142249906,31.566143757885115,29.501229508196722,29.799180327868854,31.560070145187552,32.03056164486228,32.05317879160916,32.1607635770871,31.92478433632633,31.864770282855208,32.17581183265993,
